期貨名稱,日期,到期月,開盤價,收盤價,每日結算價,未平倉合約數,無風險利率
TX201906 台指 2019/06,2018/12/21,2019/06,"9,518","9,555","9,555","1,478",1.045
TX201909 台指 2019/09,2018/12/21,2019/09,"9,124","9,155","9,163",906,1.045
TX201912 台指 2019/12,2018/12/21,2019/12,"9,120","9,092","9,116",41,1.045
TX201901 台指 2019/01,2018/12/22,2019/01,"9,580","9,585","9,586","87,297",1.045
TX201902 台指 2019/02,2018/12/22,2019/02,"9,562","9,571","9,569","2,463",1.045
TX201903 台指 2019/03,2018/12/22,2019/03,"9,540","9,548","9,548","3,081",1.045
TX201906 台指 2019/06,2018/12/22,2019/06,"9,470","9,483","9,483","1,481",1.045
TX201909 台指 2019/09,2018/12/22,2019/09,"9,097","9,098","9,098",914,1.045
TX201912 台指 2019/12,2018/12/22,2019/12,"9,055","9,046","9,046",45,1.045
TX201901 台指 2019/01,2018/12/24,2019/01,"9,603","9,620","9,618","86,846",1.045
TX201902 台指 2019/02,2018/12/24,2019/02,"9,572","9,602","9,602","2,512",1.045
TX201903 台指 2019/03,2018/12/24,2019/03,"9,562","9,582","9,580","3,095",1.045
TX201906 台指 2019/06,2018/12/24,2019/06,"9,501","9,516","9,516","1,483",1.045
TX201909 台指 2019/09,2018/12/24,2019/09,"9,105","9,128","9,128",915,1.045
TX201912 台指 2019/12,2018/12/24,2019/12,"9,074","9,080","9,080",43,1.045
TX201901 台指 2019/01,2018/12/25,2019/01,"9,480","9,477","9,477","91,636",1.045
TX201902 台指 2019/02,2018/12/25,2019/02,"9,463","9,461","9,460","1,830",1.045
TX201903 台指 2019/03,2018/12/25,2019/03,"9,435","9,440","9,440","2,707",1.045
TX201906 台指 2019/06,2018/12/25,2019/06,"9,369","9,377","9,377","1,453",1.045
TX201909 台指 2019/09,2018/12/25,2019/09,"9,000","8,983","8,983",911,1.045
TX201912 台指 2019/12,2018/12/25,2019/12,"8,901","8,936","8,936",48,1.045
TX201901 台指 2019/01,2018/12/26,2019/01,"9,523","9,459","9,453","92,326",1.045
TX201902 台指 2019/02,2018/12/26,2019/02,"9,497","9,443","9,437","2,026",1.045
TX201903 台指 2019/03,2018/12/26,2019/03,"9,482","9,421","9,418","2,737",1.045
TX201906 台指 2019/06,2018/12/26,2019/06,"9,432","9,353","9,350","1,449",1.045
TX201909 台指 2019/09,2018/12/26,2019/09,"9,045","8,959","8,959",917,1.045
TX201912 台指 2019/12,2018/12/26,2019/12,"8,950","8,908","8,908",52,1.045
TX201901 台指 2019/01,2018/12/27,2019/01,"9,589","9,633","9,633","92,463",1.045
TX201902 台指 2019/02,2018/12/27,2019/02,"9,570","9,612","9,612","2,230",1.045
TX201903 台指 2019/03,2018/12/27,2019/03,"9,559","9,592","9,592","2,711",1.045
TX201906 台指 2019/06,2018/12/27,2019/06,"9,490","9,523","9,523","1,443",1.045
TX201909 台指 2019/09,2018/12/27,2019/09,"9,083","9,134","9,134",918,1.045
TX201912 台指 2019/12,2018/12/27,2019/12,"9,050","9,081","9,081",57,1.045
TX201901 台指 2019/01,2018/12/28,2019/01,"9,630","9,671","9,669","90,945",1.045
TX201902 台指 2019/02,2018/12/28,2019/02,"9,607","9,650","9,650","2,592",1.045
TX201903 台指 2019/03,2018/12/28,2019/03,"9,580","9,630","9,627","2,705",1.045
TX201906 台指 2019/06,2018/12/28,2019/06,"9,528","9,564","9,564","1,447",1.045
TX201909 台指 2019/09,2018/12/28,2019/09,"9,150","9,169","9,169",922,1.045
TX201912 台指 2019/12,2018/12/28,2019/12,"9,076","9,120","9,120",54,1.045
TX201901 台指 2019/01,2019/1/2,2019/01,"9,760","9,536","9,529","93,948",1.045
TX201902 台指 2019/02,2019/1/2,2019/02,"9,729","9,513","9,510","2,684",1.045
TX201903 台指 2019/03,2019/1/2,2019/03,"9,708","9,488","9,488","2,788",1.045
TX201906 台指 2019/06,2019/1/2,2019/06,"9,634","9,430","9,430","1,447",1.045
TX201909 台指 2019/09,2019/1/2,2019/09,"9,252","9,032","9,032",935,1.045
TX201912 台指 2019/12,2019/1/2,2019/12,"9,198","8,986","8,986",79,1.045
TX201901 台指 2019/01,2019/1/3,2019/01,"9,488","9,440","9,443","92,395",1.045
TX201902 台指 2019/02,2019/1/3,2019/02,"9,472","9,421","9,423","2,956",1.045
TX201903 台指 2019/03,2019/1/3,2019/03,"9,445","9,401","9,405","2,883",1.045
TX201906 台指 2019/06,2019/1/3,2019/06,"9,400","9,346","9,346","1,454",1.045
TX201909 台指 2019/09,2019/1/3,2019/09,"9,000","8,950","8,950",941,1.045
TX201912 台指 2019/12,2019/1/3,2019/12,"8,939","8,898","8,899",71,1.045
TX201901 台指 2019/01,2019/1/4,2019/01,"9,367","9,367","9,370","92,067",1.045
TX201902 台指 2019/02,2019/1/4,2019/02,"9,350","9,344","9,352","3,507",1.045
TX201903 台指 2019/03,2019/1/4,2019/03,"9,320","9,324","9,331","2,881",1.045
TX201906 台指 2019/06,2019/1/4,2019/06,"9,260","9,270","9,268","1,437",1.045
TX201909 台指 2019/09,2019/1/4,2019/09,"8,881","8,887","8,887",950,1.045
TX201912 台指 2019/12,2019/1/4,2019/12,"8,825","8,830","8,830",93,1.045
TX201901 台指 2019/01,2019/1/7,2019/01,"9,541","9,563","9,563","90,607",1.045
TX201902 台指 2019/02,2019/1/7,2019/02,"9,510","9,542","9,544","4,645",1.045
TX201903 台指 2019/03,2019/1/7,2019/03,"9,481","9,520","9,523","2,851",1.045
TX201906 台指 2019/06,2019/1/7,2019/06,"9,440","9,463","9,463","1,445",1.045
TX201909 台指 2019/09,2019/1/7,2019/09,"9,045","9,073","9,073",951,1.045
TX201912 台指 2019/12,2019/1/7,2019/12,"8,970","9,023","9,023",89,1.045
TX201901 台指 2019/01,2019/1/8,2019/01,"9,600","9,561","9,558","85,460",1.045
TX201902 台指 2019/02,2019/1/8,2019/02,"9,577","9,541","9,541","5,296",1.045
TX201903 台指 2019/03,2019/1/8,2019/03,"9,561","9,518","9,518","2,866",1.045
TX201906 台指 2019/06,2019/1/8,2019/06,"9,489","9,454","9,454","1,462",1.045
TX201909 台指 2019/09,2019/1/8,2019/09,"9,085","9,057","9,057",945,1.045
TX201912 台指 2019/12,2019/1/8,2019/12,"9,052","9,006","9,009",90,1.045
TX201901 台指 2019/01,2019/1/9,2019/01,"9,608","9,708","9,709","86,849",1.045
TX201902 台指 2019/02,2019/1/9,2019/02,"9,588","9,690","9,690","7,817",1.045
TX201903 台指 2019/03,2019/1/9,2019/03,"9,569","9,671","9,671","2,880",1.045
TX201906 台指 2019/06,2019/1/9,2019/06,"9,511","9,608","9,608","1,462",1.045
TX201909 台指 2019/09,2019/1/9,2019/09,"9,117","9,211","9,211",949,1.045
TX201912 台指 2019/12,2019/1/9,2019/12,"9,050","9,185","9,161",100,1.045
TX201901 台指 2019/01,2019/1/10,2019/01,"9,710","9,694","9,694","81,859",1.045
TX201902 台指 2019/02,2019/1/10,2019/02,"9,690","9,678","9,678","9,071",1.045
TX201903 台指 2019/03,2019/1/10,2019/03,"9,668","9,666","9,666","2,948",1.045
TX201906 台指 2019/06,2019/1/10,2019/06,"9,608","9,605","9,605","1,470",1.045
TX201909 台指 2019/09,2019/1/10,2019/09,"9,197","9,210","9,210",939,1.045
TX201912 台指 2019/12,2019/1/10,2019/12,"9,177","9,153","9,153",108,1.045
TX201901 台指 2019/01,2019/1/11,2019/01,"9,760","9,750","9,750","78,994",1.045
TX201902 台指 2019/02,2019/1/11,2019/02,"9,743","9,737","9,738","15,372",1.045
TX201903 台指 2019/03,2019/1/11,2019/03,"9,729","9,718","9,718","3,014",1.045
TX201906 台指 2019/06,2019/1/11,2019/06,"9,655","9,662","9,662","1,740",1.045
TX201909 台指 2019/09,2019/1/11,2019/09,"9,265","9,266","9,266",861,1.045
TX201912 台指 2019/12,2019/1/11,2019/12,"9,210","9,221","9,221",121,1.045
TX201901 台指 2019/01,2019/1/14,2019/01,"9,738","9,691","9,689","51,908",1.045
TX201902 台指 2019/02,2019/1/14,2019/02,"9,722","9,678","9,677","38,583",1.045
TX201903 台指 2019/03,2019/1/14,2019/03,"9,716","9,660","9,660","3,048",1.045
TX201906 台指 2019/06,2019/1/14,2019/06,"9,649","9,601","9,601","1,750",1.045
TX201909 台指 2019/09,2019/1/14,2019/09,"9,248","9,195","9,207",863,1.045
TX201912 台指 2019/12,2019/1/14,2019/12,"9,255","9,148","9,161",135,1.045
TX201901 台指 2019/01,2019/1/15,2019/01,"9,743","9,793","9,794","31,345",1.045
TX201902 台指 2019/02,2019/1/15,2019/02,"9,718","9,794","9,791","70,813",1.045
TX201903 台指 2019/03,2019/1/15,2019/03,"9,699","9,776","9,776","3,398",1.045
TX201906 台指 2019/06,2019/1/15,2019/06,"9,650","9,719","9,719","1,817",1.045
TX201909 台指 2019/09,2019/1/15,2019/09,"9,251","9,311","9,311",867,1.045
TX201912 台指 2019/12,2019/1/15,2019/12,"9,202","9,245","9,270",146,1.045
TX201901 台指 2019/01,2019/1/16,2019/01,"9,781","9,784","9,784","15,507",1.045
TX201902 台指 2019/02,2019/1/16,2019/02,"9,785","9,764","9,763","74,977",1.045
TX201903 台指 2019/03,2019/1/16,2019/03,"9,768","9,753","9,752","4,577",1.045
TX201906 台指 2019/06,2019/1/16,2019/06,"9,703","9,699","9,699","1,876",1.045
TX201909 台指 2019/09,2019/1/16,2019/09,"9,310","9,310","9,300",862,1.045
TX201912 台指 2019/12,2019/1/16,2019/12,"9,270","9,250","9,250",183,1.045
TX201902 台指 2019/02,2019/1/17,2019/02,"9,777","9,779","9,779","81,718",1.045
TX201903 台指 2019/03,2019/1/17,2019/03,"9,768","9,767","9,766","5,016",1.045
TX201904 台指 2019/04,2019/1/17,2019/04,"9,760","9,752","9,752",45,1.045
TX201906 台指 2019/06,2019/1/17,2019/06,"9,717","9,716","9,716","1,934",1.045
TX201909 台指 2019/09,2019/1/17,2019/09,"9,318","9,319","9,319",859,1.045
TX201912 台指 2019/12,2019/1/17,2019/12,"9,272","9,268","9,268",192,1.045
TX201902 台指 2019/02,2019/1/18,2019/02,"9,825","9,820","9,821","84,847",1.045
TX201903 台指 2019/03,2019/1/18,2019/03,"9,810","9,809","9,808","5,286",1.045
TX201904 台指 2019/04,2019/1/18,2019/04,"9,803","9,793","9,793",141,1.045
TX201906 台指 2019/06,2019/1/18,2019/06,"9,756","9,750","9,758","1,986",1.045
TX201909 台指 2019/09,2019/1/18,2019/09,"9,354","9,362","9,362",868,1.045
TX201912 台指 2019/12,2019/1/18,2019/12,"9,305","9,333","9,311",190,1.045
TX201902 台指 2019/02,2019/1/21,2019/02,"9,885","9,866","9,864","88,411",1.045
TX201903 台指 2019/03,2019/1/21,2019/03,"9,875","9,853","9,853","5,767",1.045
TX201904 台指 2019/04,2019/1/21,2019/04,"9,866","9,835","9,835",232,1.045
TX201906 台指 2019/06,2019/1/21,2019/06,"9,807","9,806","9,806","2,036",1.045
TX201909 台指 2019/09,2019/1/21,2019/09,"9,428","9,419","9,400",869,1.045
TX201912 台指 2019/12,2019/1/21,2019/12,"9,383","9,355","9,355",206,1.045
TX201902 台指 2019/02,2019/1/22,2019/02,"9,841","9,847","9,845","87,752",1.045
TX201903 台指 2019/03,2019/1/22,2019/03,"9,835","9,834","9,833","5,880",1.045
TX201904 台指 2019/04,2019/1/22,2019/04,"9,821","9,820","9,820",262,1.045
TX201906 台指 2019/06,2019/1/22,2019/06,"9,773","9,783","9,783","2,053",1.045
TX201909 台指 2019/09,2019/1/22,2019/09,"9,367","9,382","9,382",881,1.045
TX201912 台指 2019/12,2019/1/22,2019/12,"9,318","9,337","9,337",211,1.045
TX201902 台指 2019/02,2019/1/23,2019/02,"9,830","9,818","9,819","84,646",1.045
TX201903 台指 2019/03,2019/1/23,2019/03,"9,816","9,809","9,808","6,160",1.045
TX201904 台指 2019/04,2019/1/23,2019/04,"9,803","9,793","9,793",281,1.045
TX201906 台指 2019/06,2019/1/23,2019/06,"9,765","9,758","9,758","2,087",1.045
TX201909 台指 2019/09,2019/1/23,2019/09,"9,363","9,351","9,351",888,1.045
TX201912 台指 2019/12,2019/1/23,2019/12,"9,308","9,304","9,304",216,1.045
TX201902 台指 2019/02,2019/1/24,2019/02,"9,833","9,863","9,860","85,317",1.045
TX201903 台指 2019/03,2019/1/24,2019/03,"9,824","9,848","9,848","6,247",1.045
TX201904 台指 2019/04,2019/1/24,2019/04,"9,813","9,834","9,834",355,1.045
TX201906 台指 2019/06,2019/1/24,2019/06,"9,785","9,801","9,801","2,115",1.045
TX201909 台指 2019/09,2019/1/24,2019/09,"9,411","9,394","9,394",893,1.045
TX201912 台指 2019/12,2019/1/24,2019/12,"9,325","9,343","9,347",220,1.045
TX201902 台指 2019/02,2019/1/25,2019/02,"9,928","9,968","9,968","93,155",1.045
TX201903 台指 2019/03,2019/1/25,2019/03,"9,909","9,955","9,955","6,736",1.045
TX201904 台指 2019/04,2019/1/25,2019/04,"9,891","9,940","9,940",471,1.045
TX201906 台指 2019/06,2019/1/25,2019/06,"9,862","9,902","9,902","2,127",1.045
TX201909 台指 2019/09,2019/1/25,2019/09,"9,468","9,497","9,497",893,1.045
TX201912 台指 2019/12,2019/1/25,2019/12,"9,419","9,460","9,451",232,1.045
TX201902 台指 2019/02,2019/1/28,2019/02,"10,000","9,985","9,986","91,526",1.045
TX201903 台指 2019/03,2019/1/28,2019/03,"9,990","9,975","9,976","6,895",1.045
TX201904 台指 2019/04,2019/1/28,2019/04,"9,963","9,959","9,959",522,1.045
TX201906 台指 2019/06,2019/1/28,2019/06,"9,940","9,925","9,925","2,120",1.045
TX201909 台指 2019/09,2019/1/28,2019/09,"9,541","9,516","9,516",911,1.045
TX201912 台指 2019/12,2019/1/28,2019/12,"9,480","9,476","9,476",230,1.045
TX201902 台指 2019/02,2019/1/29,2019/02,"9,932","9,923","9,922","86,770",1.045
TX201903 台指 2019/03,2019/1/29,2019/03,"9,920","9,910","9,911","7,055",1.045
TX201904 台指 2019/04,2019/1/29,2019/04,"9,910","9,899","9,899",553,1.045
TX201906 台指 2019/06,2019/1/29,2019/06,"9,870","9,868","9,868","2,102",1.045
TX201909 台指 2019/09,2019/1/29,2019/09,"9,460","9,450","9,450",949,1.045
TX201912 台指 2019/12,2019/1/29,2019/12,"9,430","9,409","9,409",233,1.045
TX201902 台指 2019/02,2019/1/30,2019/02,"9,925","9,926","9,924","82,654",1.045
TX201903 台指 2019/03,2019/1/30,2019/03,"9,920","9,915","9,913","7,153",1.045
TX201904 台指 2019/04,2019/1/30,2019/04,"9,891","9,902","9,902",581,1.045
TX201906 台指 2019/06,2019/1/30,2019/06,"9,862","9,860","9,870","2,097",1.045
TX201909 台指 2019/09,2019/1/30,2019/09,"9,430","9,451","9,451",951,1.045
TX201912 台指 2019/12,2019/1/30,2019/12,"9,408","9,411","9,411",249,1.045
TX201902 台指 2019/02,2019/2/11,2019/02,"10,010","9,999","9,998","84,027",1.045
TX201903 台指 2019/03,2019/2/11,2019/03,"9,995","9,989","9,987","7,476",1.045
TX201904 台指 2019/04,2019/2/11,2019/04,"9,990","9,973","9,973",670,1.045
TX201906 台指 2019/06,2019/2/11,2019/06,"9,942","9,939","9,939","2,116",1.045
TX201909 台指 2019/09,2019/2/11,2019/09,"9,560","9,524","9,524",954,1.045
TX201912 台指 2019/12,2019/2/11,2019/12,"9,529","9,492","9,486",262,1.045
TX201902 台指 2019/02,2019/2/12,2019/02,"10,049","10,084","10,084","88,915",1.045
TX201903 台指 2019/03,2019/2/12,2019/03,"10,038","10,075","10,073","8,925",1.045
TX201904 台指 2019/04,2019/2/12,2019/04,"10,018","10,060","10,060",835,1.045
TX201906 台指 2019/06,2019/2/12,2019/06,"9,986","10,025","10,025","2,142",1.045
TX201909 台指 2019/09,2019/2/12,2019/09,"9,568","9,615","9,615",946,1.045
TX201912 台指 2019/12,2019/2/12,2019/12,"9,532","9,570","9,570",267,1.045
TX201902 台指 2019/02,2019/2/13,2019/02,"10,125","10,084","10,085","87,066",1.045
TX201903 台指 2019/03,2019/2/13,2019/03,"10,113","10,079","10,077","10,428",1.045
TX201904 台指 2019/04,2019/2/13,2019/04,"10,096","10,064","10,064",842,1.045
TX201906 台指 2019/06,2019/2/13,2019/06,"10,068","10,038","10,038","2,213",1.045
TX201909 台指 2019/09,2019/2/13,2019/09,"9,661","9,623","9,623","1,008",1.045
TX201912 台指 2019/12,2019/2/13,2019/12,"9,610","9,575","9,579",260,1.045
TX201902 台指 2019/02,2019/2/14,2019/02,"10,044","10,080","10,079","83,990",1.045
TX201903 台指 2019/03,2019/2/14,2019/03,"10,040","10,071","10,071","12,244",1.045
TX201904 台指 2019/04,2019/2/14,2019/04,"10,030","10,061","10,061",864,1.045
TX201906 台指 2019/06,2019/2/14,2019/06,"10,001","10,033","10,033","2,247",1.045
TX201909 台指 2019/09,2019/2/14,2019/09,"9,583","9,616","9,616",997,1.045
TX201912 台指 2019/12,2019/2/14,2019/12,"9,544","9,573","9,573",262,1.045
TX201902 台指 2019/02,2019/2/15,2019/02,"10,040","10,042","10,042","69,058",1.045
TX201903 台指 2019/03,2019/2/15,2019/03,"10,035","10,038","10,037","26,072",1.045
TX201904 台指 2019/04,2019/2/15,2019/04,"10,025","10,027","10,027",867,1.045
TX201906 台指 2019/06,2019/2/15,2019/06,"9,994","9,995","9,995","2,264",1.045
TX201909 台指 2019/09,2019/2/15,2019/09,"9,575","9,588","9,580","1,007",1.045
TX201912 台指 2019/12,2019/2/15,2019/12,"9,540","9,538","9,538",273,1.045
TX201902 台指 2019/02,2019/2/18,2019/02,"10,111","10,135","10,138","55,548",1.045
TX201903 台指 2019/03,2019/2/18,2019/03,"10,100","10,132","10,134","46,752",1.045
TX201904 台指 2019/04,2019/2/18,2019/04,"10,093","10,120","10,120","1,068",1.045
TX201906 台指 2019/06,2019/2/18,2019/06,"10,057","10,092","10,092","2,260",1.045
TX201909 台指 2019/09,2019/2/18,2019/09,"9,642","9,674","9,674","1,008",1.045
TX201912 台指 2019/12,2019/2/18,2019/12,"9,602","9,633","9,633",300,1.045
TX201902 台指 2019/02,2019/2/19,2019/02,"10,123","10,142","10,143","39,706",1.045
TX201903 台指 2019/03,2019/2/19,2019/03,"10,121","10,145","10,145","73,322",1.045
TX201904 台指 2019/04,2019/2/19,2019/04,"10,104","10,133","10,133","1,121",1.045
TX201906 台指 2019/06,2019/2/19,2019/06,"10,073","10,104","10,104","2,259",1.045
TX201909 台指 2019/09,2019/2/19,2019/09,"9,671","9,684","9,684","1,016",1.045
TX201912 台指 2019/12,2019/2/19,2019/12,"9,614","9,639","9,639",332,1.045
TX201902 台指 2019/02,2019/2/20,2019/02,"10,183","10,256","10,256","21,461",1.045
TX201903 台指 2019/03,2019/2/20,2019/03,"10,177","10,249","10,247","91,572",1.045
TX201904 台指 2019/04,2019/2/20,2019/04,"10,168","10,233","10,232","1,434",1.045
TX201906 台指 2019/06,2019/2/20,2019/06,"10,140","10,207","10,205","2,305",1.045
TX201909 台指 2019/09,2019/2/20,2019/09,"9,729","9,777","9,777","1,016",1.045
TX201912 台指 2019/12,2019/2/20,2019/12,"9,674","9,714","9,726",324,1.045
TX201903 台指 2019/03,2019/2/21,2019/03,"10,255","10,324","10,323","94,804",1.045
TX201904 台指 2019/04,2019/2/21,2019/04,"10,242","10,310","10,310","1,780",1.045
TX201905 台指 2019/05,2019/2/21,2019/05,"10,231","10,290","10,290",51,1.045
TX201906 台指 2019/06,2019/2/21,2019/06,"10,210","10,281","10,279","2,306",1.045
TX201909 台指 2019/09,2019/2/21,2019/09,"9,808","9,858","9,855","1,033",1.045
TX201912 台指 2019/12,2019/2/21,2019/12,"9,732","9,799","9,799",317,1.045
TX201903 台指 2019/03,2019/2/22,2019/03,"10,272","10,310","10,308","90,547",1.045
TX201904 台指 2019/04,2019/2/22,2019/04,"10,266","10,299","10,297","1,864",1.045
TX201905 台指 2019/05,2019/2/22,2019/05,"10,249","10,283","10,281",72,1.045
TX201906 台指 2019/06,2019/2/22,2019/06,"10,229","10,267","10,267","2,382",1.045
TX201909 台指 2019/09,2019/2/22,2019/09,"9,814","9,841","9,840","1,028",1.045
TX201912 台指 2019/12,2019/2/22,2019/12,"9,755","9,764","9,789",318,1.045
TX201903 台指 2019/03,2019/2/25,2019/03,"10,350","10,368","10,366","92,255",1.045
TX201904 台指 2019/04,2019/2/25,2019/04,"10,339","10,356","10,355","2,039",1.045
TX201905 台指 2019/05,2019/2/25,2019/05,"10,310","10,342","10,342",97,1.045
TX201906 台指 2019/06,2019/2/25,2019/06,"10,310","10,330","10,330","2,394",1.045
TX201909 台指 2019/09,2019/2/25,2019/09,"9,863","9,900","9,900","1,022",1.045
TX201912 台指 2019/12,2019/2/25,2019/12,"9,824","9,851","9,851",321,1.045
TX201903 台指 2019/03,2019/2/26,2019/03,"10,381","10,355","10,352","92,294",1.045
TX201904 台指 2019/04,2019/2/26,2019/04,"10,370","10,345","10,342","2,193",1.045
TX201905 台指 2019/05,2019/2/26,2019/05,"10,350","10,333","10,333",121,1.045
TX201906 台指 2019/06,2019/2/26,2019/06,"10,339","10,325","10,318","2,358",1.045
TX201909 台指 2019/09,2019/2/26,2019/09,"9,917","9,895","9,891","1,021",1.045
TX201912 台指 2019/12,2019/2/26,2019/12,"9,865","9,840","9,840",318,1.045
TX201903 台指 2019/03,2019/2/27,2019/03,"10,375","10,362","10,361","91,679",1.045
TX201904 台指 2019/04,2019/2/27,2019/04,"10,357","10,352","10,351","2,387",1.045
TX201905 台指 2019/05,2019/2/27,2019/05,"10,355","10,340","10,340",213,1.045
TX201906 台指 2019/06,2019/2/27,2019/06,"10,338","10,327","10,327","2,353",1.045
TX201909 台指 2019/09,2019/2/27,2019/09,"9,901","9,905","9,899","1,019",1.045
TX201912 台指 2019/12,2019/2/27,2019/12,"9,862","9,855","9,850",318,1.045
TX201903 台指 2019/03,2019/3/4,2019/03,"10,390","10,311","10,312","91,785",1.045
TX201904 台指 2019/04,2019/3/4,2019/04,"10,373","10,303","10,301","2,762",1.045
TX201905 台指 2019/05,2019/3/4,2019/05,"10,350","10,295","10,295",238,1.045
TX201906 台指 2019/06,2019/3/4,2019/06,"10,361","10,283","10,283","2,357",1.045
TX201909 台指 2019/09,2019/3/4,2019/09,"9,933","9,858","9,858","1,029",1.045
TX201912 台指 2019/12,2019/3/4,2019/12,"9,882","9,806","9,806",324,1.045
TX201903 台指 2019/03,2019/3/5,2019/03,"10,260","10,274","10,275","89,870",1.045
TX201904 台指 2019/04,2019/3/5,2019/04,"10,247","10,268","10,267","3,030",1.045
TX201905 台指 2019/05,2019/3/5,2019/05,"10,239","10,254","10,254",296,1.045
TX201906 台指 2019/06,2019/3/5,2019/06,"10,224","10,250","10,242","2,389",1.045
TX201909 台指 2019/09,2019/3/5,2019/09,"9,802","9,822","9,822","1,022",1.045
TX201912 台指 2019/12,2019/3/5,2019/12,"9,755","9,773","9,773",326,1.045
TX201903 台指 2019/03,2019/3/6,2019/03,"10,283","10,322","10,322","91,757",1.045
TX201904 台指 2019/04,2019/3/6,2019/04,"10,278","10,312","10,312","3,858",1.045
TX201905 台指 2019/05,2019/3/6,2019/05,"10,268","10,303","10,303",335,1.045
TX201906 台指 2019/06,2019/3/6,2019/06,"10,261","10,290","10,290","2,434",1.045
